Name,Flavour,Average Ratings,Category,Chemical Type,Energize Score,THC Potency,After Effects,Chemical Compound,Compound Description
llama-kush,Llama Kush,5,Hybrid,THC Dominant,-1.810158646,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
twista,Twista,4.294117647,Sativa,THC Dominant,1.013883125,,creative,,
fred-flipn-stoned,Fred Flipn’ Stoned,5,Indica,THC Dominant,-0.45043483,,relaxed,,
spruce,Spruce,5,,THC Dominant,,less,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
big-red,Big Red,0,Hybrid,CBD Dominant,,,,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
5-star,5 Star,0,,THC Dominant,,comparable,,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
white-papaya,White Papaya,5,Hybrid,THC Dominant,,more,,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
sierra-mist,Sierra Mist,4.571428571,Hybrid,THC Dominant,0.109451447,comparable,euphoric,Myrcene,The most common terpene found in cannabis and has an earthy scent.
einsteins-pipe,Einstein’s Pipe,4,Hybrid,Unknown,2,,focused,,
headmaster-kush,Headmaster Kush,5,Hybrid,Unknown,,,,,
gummy-bunz,Gummy Bunz,0,,Unknown,,,,,
gaswerx,Gaswerx,4.5,Hybrid,THC Dominant,-1.810158646,comparable,relaxed,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
frankenberry,Frankenberry,3,Hybrid,THC Dominant,,slightly less,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
caramella,Caramella,4.625,Indica,THC Dominant,-1.810158646,less,euphoric,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
boombaye,Boombaye,5,Hybrid,Unknown,0.909288986,,uplifted,,
bubba-76,Bubba 76,0,Hybrid,THC Dominant,,less,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
goji-diesel,Goji Diesel,4.8,Hybrid,THC Dominant,1.453178512,,uplifted,,
golden-grapes,Golden Grapes,4,Hybrid,THC Dominant,,more,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
white-linen,White Linen,0,,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
deadwood,Deadwood,4.111111111,Indica,THC Dominant,-0.790365784,,relaxed,,
turbo-mind-warp,Turbo Mind Warp,4.416666667,Hybrid,THC Dominant,1.453178512,,happy,,
critical-mass-cbd,Critical Mass CBD,0,Hybrid,Balanced THC/CBD,,much less,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
doctor-doctor,Doctor Doctor,5,Sativa,Unknown,0.229427078,,uplifted,,
dieselicious,Dieselicious,0,,Unknown,,,,,
ultra-sour-chem-og,Ultra Sour Chem OG,5,Hybrid,Unknown,,,,,
angelica,Angelica,5,Hybrid,Unknown,-1.810158646,,sleepy,,
wintergreen-og-44,Wintergreen OG #44,4,,Unknown,2,,giggly,,
white-sumo,White Sumo,0,Hybrid,Unknown,,,,,
tropical-breeze,Tropical Breeze,4,,Unknown,,,,,
cbd-rich-blessing,CBD Rich Blessing,5,Sativa,Unknown,0.229427078,,uplifted,,
white-empress,White Empress,4.428571429,Indica,THC Dominant,1.249219939,,euphoric,,
g13-skunk,G13 Skunk,5,Hybrid,THC Dominant,-1.810158646,less,sleepy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
sweet-thang,Sweet Thang,0,,THC Dominant,,comparable,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
chairman-chem-sou,Chairman Chem Sou,4.4,Hybrid,THC Dominant,1.589150893,comparable,happy,,
magnificent-mile,Magnificent Mile,4.153846154,Indica,Unknown,0.109451447,,uplifted,,
pineapple-spritzer,Pineapple Spritzer,4,,Unknown,-1.810158646,,tingly,,
true-kush,True Kush,0,,THC Dominant,,slightly more,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
me-time,Me Time,5,Hybrid,THC Dominant,,less,,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
gammaberry,Gammaberry,5,Hybrid,THC Dominant,-1.810158646,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
protab-hybrid,Protab Hybrid,0,,Unknown,,,,,
midnight-mass,Midnight Mass,5,Hybrid,THC Dominant,-0.45043483,slightly less,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
holy-moly,Holy Moly,5,Hybrid,THC Dominant,,slightly less,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
g-cut,G-Cut,4.5,Hybrid,THC Dominant,-1.810158646,slightly less,sleepy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
mac-9,Mac #9,0,,THC Dominant,,comparable,,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
joes-lemonade,Joe’s Lemonade,4.5,Sativa,THC Dominant,,less,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
cindys-slurry,Cindy's Slurry,0,Hybrid,Unknown,,,,,
granny-mac,Granny Mac,4,,THC Dominant,,comparable,,Linalool,Floral terpene that is also found in lavender and commonly believed to promote relaxation.
blush,Blush,5,Hybrid,THC Dominant,-0.45043483,less,talkative,Myrcene,The most common terpene found in cannabis and has an earthy scent.
eastern-european,Eastern European,3.666666667,Indica,THC Dominant,-0.45043483,,sleepy,,
cannon-beach-cookies,Cannon Beach Cookies,5,,THC Dominant,0.229427078,slightly more,uplifted,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
oompa-loompa,Oompa Loompa,5,Hybrid,THC Dominant,,comparable,,,
strawberry-fire,Strawberry Fire,0,,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
dj-andy-williams,DJ Andy Williams,5,Sativa,THC Dominant,,comparable,,,
ifc-og,IFC OG,0,Indica,THC Dominant,,slightly more,,,
x-files,X-Files,4.6,Hybrid,THC Dominant,-0.061942311,,relaxed,,
galactic-wax,Galactic Wax,0,,Unknown,,,,,
ice-princess,Ice Princess,4.666666667,Hybrid,THC Dominant,-0.178490067,slightly more,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
dreadlock,Dreadlock,4,Hybrid,THC Dominant,0.229427078,slightly more,relaxed,,
crimea-blue,Crimea Blue,4.206896552,Hybrid,THC Dominant,-0.307306008,comparable,sleepy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
fatso-2,Fatso #2,4.333333333,,Unknown,,,,,
jack-plant,Jack Plant,5,Sativa,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
g1000,G.1000,5,Indica,THC Dominant,,,,,
cotton-purple-chem,Cotton Purple Chem,4.4375,Hybrid,THC Dominant,-0.241246551,,relaxed,,
somari,Somari,4.333333333,Hybrid,Unknown,-1.130296738,,relaxed,,
dedoverde-haze,Dedoverde Haze,4,Hybrid,Unknown,,,,,
cougar-milk,Cougar Milk,5,Hybrid,Unknown,,,,,
lady-liberty,Lady Liberty,4.25,Hybrid,THC Dominant,-1.810158646,,sleepy,,
wmd,WMD,4.8,Indica,THC Dominant,-0.790365784,,relaxed,,
deadband,Deadband,0,,Unknown,,,,,
super-drip,Super Drip,0,Hybrid,THC Dominant,,slightly less,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
central-american,Central American,4.6,Sativa,THC Dominant,0.229427078,,relaxed,,
abracadabra,Abracadabra,0,,Unknown,,,,,
mindscape,Mindscape,5,Hybrid,THC Dominant,2,comparable,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
2-fast-2-vast,2 Fast 2 Vast,4,Hybrid,Unknown,,,,,
flodu,Flodu,0,,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
purple-medusa,Purple Medusa,0,,Unknown,,,,,
jacks-girl,Jack’s Girl,5,Hybrid,THC Dominant,,slightly more,,,
spyder-mon,Spyder Mon,5,Hybrid,Unknown,1.589150893,,uplifted,,
the-bizz,The Bizz,4,,THC Dominant,,more,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
thai-fantasy,Thai Fantasy,5,Hybrid,THC Dominant,-0.45043483,,uplifted,,
fire-alien-urkle,Fire Alien Urkle,4.666666667,Hybrid,THC Dominant,,more,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
double-cream,Double Cream,5,,Unknown,,,,,
caipirinha,Caipirinha,5,Hybrid,Unknown,,,,,
cripple-creek,Cripple Creek,0,,Unknown,,,,,
gold-star,Gold Star,0,Hybrid,Balanced THC/CBD,,much less,,,
voyager-1,Voyager #1,0,Hybrid,THC Dominant,,much more,,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
dosi-og,Dosi OG,0,Hybrid,THC Dominant,,slightly more,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
geist-og,Geist OG,0,,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
alf,Alf,5,Hybrid,THC Dominant,-1.810158646,,happy,,
romulan-haze,Romulan Haze,4.555555556,Hybrid,THC Dominant,0.569358032,less,happy,,
double-gorilla-og,Double Gorilla OG,5,Hybrid,Unknown,,,,,
pear,Pear,5,,THC Dominant,,comparable,,,
leda-uno,Leda Uno,5,Sativa,THC Dominant,0.909288986,,euphoric,,
star-47,Star 47,4.333333333,Hybrid,THC Dominant,-1.810158646,less,happy,,
spliffs-strawberry,Spliff’s Strawberry,4.666666667,Sativa,THC Dominant,2,slightly more,talkative,,
omega-dawg,Omega Dawg,4.416666667,Hybrid,THC Dominant,0.440418704,comparable,uplifted,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
aqua-woman,Aqua Woman,5,Hybrid,Unknown,-1.810158646,,relaxed,,
dirt-nap,Dirt Nap,4.5,Hybrid,THC Dominant,-1.810158646,,talkative,,
baller-candy,Baller Candy,0,,Unknown,,,,,
ocas-cloud-9,OCA’s Cloud 9,4.4375,Hybrid,THC Dominant,1.045261367,,happy,,
capone,Capone,0,Hybrid,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
carlsbad-cavern,Carlsbad Cavern,5,,Unknown,,,,,
ok-ghani,OK Ghani,0,Hybrid,Unknown,,,,,
white-kryptonite,White Kryptonite,4.538461538,Indica,THC Dominant,-0.110503876,,happy,,
sour-gas,Sour Gas,0,,Unknown,,,,,
spirit-in-the-sky,Spirit In The Sky,0,,THC Dominant,,comparable,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
pink-1,Pink #1,0,,THC Dominant,,less,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
taliban-poison,Taliban Poison,1.833333333,Indica,THC Dominant,-0.994324357,,hungry,,
love-boat,Love Boat,4.5,Hybrid,THC Dominant,0.229427078,comparable,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
tangier-chilly,Tangier Chilly,5,Hybrid,THC Dominant,0.229427078,,talkative,,
princesss-tiara,Princess’s Tiara,4.666666667,Hybrid,THC Dominant,1.589150893,,talkative,,
zkittlemints,Zkittlemints,4.666666667,,THC Dominant,-1.810158646,comparable,sleepy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
apollo-13-haze,Apollo 13 Haze,5,Hybrid,Unknown,2,,uplifted,,
west-coast-willie,West Coast Willie,0,Hybrid,Unknown,,,,,
lemon-stomper,Lemon Stomper,5,Hybrid,THC Dominant,,less,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
leonidas,Leonidas,4,Sativa,THC Dominant,0.909288986,,uplifted,,
shark-widow,Shark Widow,5,Hybrid,THC Dominant,,comparable,happy,,
voodoo-child,Voodoo Child,0,Hybrid,THC Dominant,,slightly more,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
burgundy,Burgundy,0,Hybrid,THC Dominant,,comparable,,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
cheese-and-chong,Cheese and Chong,5,,THC Dominant,,more,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sweet-relief,Sweet Relief,0,Hybrid,THC Dominant,,much more,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
cosmic-karma,Cosmic Karma,0,Hybrid,Unknown,,,,,
kuato,Kuato,4.875,Hybrid,THC Dominant,2,,euphoric,,
las-vegas-purple-kush-bx,Las Vegas Purple Kush BX,4.75,Indica,THC Dominant,-0.994324357,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
monolith,Monolith,4.666666667,Indica,THC Dominant,-0.994324357,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
buckets,Buckets,0,,Unknown,,,,,
gold-kings-thai,Gold King's Thai,4.333333333,Sativa,THC Dominant,1.589150893,,happy,,
ak-choco-kush,AK Choco Kush,4.5,Hybrid,THC Dominant,,comparable,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
renegade-rx-cbd,Renegade Rx CBD,0,Hybrid,Unknown,,,,,
shockwave,Shockwave,4.333333333,,Unknown,,,,,
macrib,Macrib,0,Hybrid,Unknown,,,,,
napoleon-blown-apart,Napoleon Blown Apart,0,,Unknown,,,,,
loud-lemonade,Loud Lemonade,4.4,Hybrid,THC Dominant,0.229427078,,tingly,,
palouse-sunset,Palouse Sunset,0,,Unknown,,,,,
tinkerbells-revenge,Tinkerbell's Revenge,0,Hybrid,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
otto-1,Otto #1,0,Hybrid,CBD Dominant,,,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
big-tooth,Big Tooth,0,Hybrid,THC Dominant,,comparable,,,
key-lime-remedy,Key Lime Remedy,0,Hybrid,Unknown,,,,,
la-nina,La Niña,4,Sativa,THC Dominant,0.909288986,comparable,euphoric,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sensi-wizard,Sensi Wizard,0,,Unknown,,,,,
sunset-animal,Sunset Animal,0,,Unknown,,,,,
caboose,Caboose,5,Hybrid,Unknown,0.229427078,,relaxed,,
rip-city-purps,Rip City Purps,4.555555556,Indica,THC Dominant,-0.994324357,comparable,relaxed,,
la-jack,LA Jack,3.857142857,Hybrid,THC Dominant,-0.790365784,slightly more,hungry,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
buddha-syrup,Buddha Syrup,3,Indica,Unknown,-1.810158646,,sleepy,,
lemon-truffles,Lemon Truffles,0,,Unknown,,,,,
yabba-dabba-diesel,Yabba Dabba Diesel,0,Hybrid,THC Dominant,,slightly more,,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
spirit-of-76,Spirit of '76,4.433333333,Hybrid,THC Dominant,0.30496729,,relaxed,,
south-asian-sativa,South Asian Sativa,5,Sativa,THC Dominant,2,,happy,,
south-beach,South Beach,4.857142857,Hybrid,Unknown,,,,,
jericho-haze,Jericho Haze,5,Sativa,THC Dominant,2,,uplifted,,
u2-kush,U2 Kush,3.974358974,Indica,THC Dominant,-0.815238781,slightly less,relaxed,,
super-silver-sour-diesel,Super Silver Sour Diesel,0,,THC Dominant,,comparable,,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
33-bananas,33 Bananas,5,,Unknown,-1.810158646,,sleepy,,
perfect-storm,Perfect Storm,0,Hybrid,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
double-cup,Double Cup,5,,Unknown,,,,,
millennium,Millennium,3.8,Hybrid,THC Dominant,0.414843962,,uplifted,,
erdpurt,ErdPurt,4.5,Indica,THC Dominant,-1.810158646,,sleepy,,
true-face,True Face,4,Hybrid,THC Dominant,-1.810158646,,tingly,,
nectar-lime,Nectar Lime,5,Hybrid,THC Dominant,,slightly more,,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
platinum-koffee,Platinum Koffee,0,Hybrid,Unknown,,,,,
mumble,Mumble,0,Hybrid,Unknown,,,,,
frosted-garlic-margy,Frosted Garlic Margy,5,Hybrid,THC Dominant,,slightly more,,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
kush-rise,Kush Rise,4.25,Hybrid,THC Dominant,-0.178490067,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
crocketts-confidential,Crockett’s Confidential,4.5,Hybrid,THC Dominant,,slightly more,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
hawaiian-sunrise,Hawaiian Sunrise,4.111111111,Hybrid,THC Dominant,1.156511497,comparable,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
gt-dragon,GT Dragon,0,,THC Dominant,,comparable,,,
mystery-jazz,Mystery Jazz,5,Hybrid,THC Dominant,0.229427078,more,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
541-kush,541 Kush,5,Hybrid,THC Dominant,,comparable,,,
ginger-punch,Ginger Punch,4.6,Hybrid,THC Dominant,0.637344222,,uplifted,,
ivan,Ivan,0,Hybrid,Unknown,,,,,
alcoholic-alligator,Alcoholic Alligator,0,Hybrid,THC Dominant,,much more,,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
webster,Webster,4.3,Sativa,THC Dominant,0.456047714,comparable,relaxed,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
tickle-kush,Tickle Kush,4.4,Hybrid,THC Dominant,0.520796467,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
magik,Magik,0,,THC Dominant,,slightly less,,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
apricot-helix,Apricot Helix,0,,THC Dominant,,slightly less,,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
schlemon-cake,Sch'Lemon Cake,0,Hybrid,THC Dominant,,comparable,,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
fuego-banana,Fuego Banana,0,,Unknown,,,,,
gabriel-sherbet,Gabriel Sherbet,4.444444444,Hybrid,THC Dominant,0.229427078,,relaxed,,
jilly-dawg,Jilly Dawg,4.666666667,Hybrid,THC Dominant,0.637344222,less,uplifted,,
madzilla,Madzilla,5,Indica,THC Dominant,-0.45043483,less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
oldtimers-haze,Oldtimer’s Haze,5,Sativa,THC Dominant,2,,uplifted,,
queen-of-hearts,Queen of Hearts,1,Hybrid,THC Dominant,,slightly less,,,
blueberry-essence,Blueberry Essence,4.285714286,Hybrid,THC Dominant,-0.504823783,less,relaxed,,
mossimo-og,Mossimo OG,4.181818182,Indica,THC Dominant,-0.64468109,slightly more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
maramota-10,Maramota #10,4.666666667,Hybrid,THC Dominant,0.229427078,,relaxed,,
cherry-crasher,Cherry Crasher,0,,Unknown,,,,,
birds-eye,Birds Eye,4.8,Sativa,THC Dominant,0.739323509,,uplifted,,
