Name,Flavour,Average Ratings,Category,Chemical Type,Energize Score,THC Potency,After Effects,Chemical Compound,Compound Description
medusa,Medusa,3.939393939,Hybrid,THC Dominant,-0.288079748,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
madman-og,Madman OG,4.614035088,Hybrid,THC Dominant,-0.382448639,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
longbottom-leaf,Longbottom Leaf,4.916666667,Hybrid,THC Dominant,0.829305232,comparable,euphoric,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
el-fuego,El Fuego,5,Hybrid,THC Dominant,2,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
hogs-breath,Hog's Breath,3.780701754,Indica,THC Dominant,-0.178490067,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
narnia,Narnia,4.674698795,Sativa,THC Dominant,1.207764945,slightly more,happy,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
milf,MILF,4.5,Hybrid,THC Dominant,0.229427078,,happy,,
enemy-of-the-state,Enemy of the State,4.294117647,Indica,THC Dominant,-1.330256123,comparable,relaxed,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
crumbled-lime,Crumbled Lime,4.916666667,Sativa,Unknown,0.58935397,,happy,,
richie-rich,Richie Rich,4.5,Hybrid,THC Dominant,0.909288986,,happy,,
buddhas-hand,Buddha's Hand,4.782608696,Hybrid,THC Dominant,1.589150893,comparable,energetic,Myrcene,The most common terpene found in cannabis and has an earthy scent.
purple-goo,Purple Goo,4.333333333,Indica,THC Dominant,-0.258299943,slightly less,euphoric,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
blue-knight,Blue Knight,4.708737864,Indica,THC Dominant,-0.724572696,less,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
petro-chem,Petro Chem,4.75,Hybrid,THC Dominant,-1.810158646,much more,happy,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
ortega,Ortega,4.5,Indica,THC Dominant,-0.178490067,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
kiwiskunk,Kiwiskunk,3.928571429,Indica,THC Dominant,-1.06849111,,relaxed,,
pineberry,Pineberry,4.714285714,Hybrid,THC Dominant,-0.45043483,comparable,relaxed,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
yuck-mouth,Yuck Mouth,4.25,Hybrid,Unknown,0.229427078,,uplifted,,
asian-fantasy,Asian Fantasy,4.178571429,Sativa,THC Dominant,0.866797616,,creative,,
yumboldt,Yumboldt,4.1875,Indica,THC Dominant,-0.932917475,less,relaxed,,
family-jewels,Family Jewels,4.5,Hybrid,THC Dominant,2,slightly less,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
locomotion,Locomotion,4.47826087,Indica,THC Dominant,-0.65962311,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
sin-city-kush,Sin City Kush,4.684210526,Indica,THC Dominant,-0.45043483,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
berries--crme,Berries & Crème,4.888888889,Indica,THC Dominant,-0.45043483,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
aurora-borealis,Aurora Borealis,4.138888889,Indica,THC Dominant,-0.498996395,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
black-out,Black Out,4.833333333,Hybrid,THC Dominant,-0.790365784,slightly more,relaxed,,
wedding-cake-mac,Wedding Cake MAC,4,Hybrid,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
opium,Opium,4.533333333,Hybrid,THC Dominant,-0.025521138,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
cronuts,Cronuts,4.863636364,Hybrid,THC Dominant,-0.178490067,less,relaxed,,
cherry-alien-og,Cherry Alien OG,4.333333333,Hybrid,THC Dominant,,more,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
santa-maria,Santa Maria,4.336842105,Sativa,THC Dominant,0.691220072,less,uplifted,,
skullcap,Skullcap,4.5,Hybrid,THC Dominant,2,comparable,uplifted,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
lvpk,LVPK,4.32,Hybrid,THC Dominant,-0.231124537,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
citron,Citron,4.5,Hybrid,THC Dominant,,comparable,,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
sugar-plum,Sugar Plum,4.396226415,Sativa,THC Dominant,0.730964551,comparable,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
deadlights,Deadlights,4.454545455,Hybrid,CBD Dominant,-1.182593808,,relaxed,,
cbd-og,CBD OG,4.75,Hybrid,Balanced THC/CBD,0.002806442,much less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
66-cookies,66 Cookies,4.5,Hybrid,THC Dominant,0.229427078,slightly more,uplifted,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
dank-schrader,Dank Schrader,4.868421053,Indica,THC Dominant,-0.45043483,,relaxed,,
purple-dog-shit,Purple Dog Poop,4.65,Hybrid,THC Dominant,0.229427078,,happy,,
oregon-noble,Oregon Noble,4.888888889,,THC Dominant,-1.810158646,slightly more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
birds-of-paradise,Birds of Paradise,4.472222222,Hybrid,THC Dominant,0.909288986,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
red-eye-og,Red Eye OG,4.297297297,Indica,THC Dominant,-1.273425561,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
kalashnikova,Kalashnikova,4.52,Hybrid,THC Dominant,-0.125283483,,relaxed,,
dakini-kush,Dakini  Kush,4.448275862,Indica,THC Dominant,-0.684869971,,relaxed,,
star-cookie,Star Cookie,4.666666667,Hybrid,THC Dominant,-0.45043483,comparable,euphoric,,
lemon-lights,Lemon Lights,5,Hybrid,THC Dominant,,slightly less,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
gunslinger,Gunslinger,4.538461538,Hybrid,THC Dominant,-1.810158646,slightly less,sleepy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sonoma-coma,Sonoma Coma,4.482758621,Sativa,THC Dominant,0.375111772,comparable,euphoric,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
kc-33,KC 33,4.363636364,Hybrid,Unknown,-0.586407212,,relaxed,,
secret-formula,Secret Formula,4.866666667,Hybrid,THC Dominant,2,much more,euphoric,Myrcene,The most common terpene found in cannabis and has an earthy scent.
conspiracy-kush,Conspiracy Kush,4.560810811,Indica,THC Dominant,-0.808256887,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
tangie-dream,Tangie Dream,4.45,Hybrid,THC Dominant,1.181233749,comparable,creative,Myrcene,The most common terpene found in cannabis and has an earthy scent.
shipwreck,Shipwreck,4.394736842,Sativa,THC Dominant,0.544485035,slightly more,happy,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
bakers-delight,Bakers Delight,4.428571429,Hybrid,Unknown,0.229427078,,happy,,
caramelo,Caramelo,4.275862069,Sativa,THC Dominant,0.386318287,comparable,happy,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
snow-bud,Snow Bud,4.304347826,Hybrid,THC Dominant,-0.290467322,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
hollands-hope,Holland's Hope,4.126984127,Indica,THC Dominant,-0.524940245,comparable,relaxed,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
forbidden-lemon-glue,Forbidden Lemon Glue,4,Indica,Unknown,0.229427078,,uplifted,,
cherry-vanilla-cookies,Cherry Vanilla Cookies,4.857142857,Hybrid,THC Dominant,-0.994324357,slightly more,sleepy,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
mr-tusk,Mr. Tusk,4.444444444,Hybrid,THC Dominant,-0.45043483,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
emerald-jack,Emerald Jack,4.4,Sativa,THC Dominant,0.80051108,slightly less,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
push-pop,Push Pop,5,Hybrid,Unknown,0.229427078,,uplifted,,
florida-orange,Florida Orange,4.428571429,Hybrid,Unknown,-1.810158646,,relaxed,,
buddha-haze,Buddha Haze,4.608695652,Sativa,THC Dominant,1.353280436,more,uplifted,Linalool,Floral terpene that is also found in lavender and commonly believed to promote relaxation.
blackberry-cheesecake,Blackberry Cheesecake,4.375,Hybrid,THC Dominant,0.520796467,comparable,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
don-carlos,Don Carlos,4.875,Hybrid,THC Dominant,-0.280469353,much more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
star-pupil,Star Pupil,4.631578947,Hybrid,THC Dominant,-0.280469353,slightly more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
kerosene,Kerosene,5,Sativa,THC Dominant,1.249219939,,euphoric,,
berry-bomb,Berry Bomb,4.230769231,Hybrid,THC Dominant,-0.655676161,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
russian-assassin,Russian Assassin,4.84,Indica,THC Dominant,-0.45043483,slightly more,euphoric,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
trunk-funk,Trunk Funk,5,Indica,Unknown,,,,,
super-blue-dream,Super Blue Dream,4.243589744,Hybrid,THC Dominant,0.559645719,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sweet-diesel,Sweet Diesel,4.034090909,Sativa,THC Dominant,0.637344222,comparable,happy,Linalool,Floral terpene that is also found in lavender and commonly believed to promote relaxation.
dutchberry,Dutchberry,4.465517241,Hybrid,THC Dominant,0.58935397,slightly more,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
boss-hogg,Boss Hogg,4.53030303,Hybrid,THC Dominant,-0.115733583,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
hawaiian-mayan-gold,Hawaiian Mayan Gold,4.846153846,Sativa,THC Dominant,1.789110278,slightly less,uplifted,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
air-jordan-og,Air Jordan OG,4.777777778,Indica,Unknown,-1.810158646,,relaxed,,
hollywood-og,Hollywood OG,4.309090909,Hybrid,THC Dominant,0.059461601,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
kraken,Kraken,4.441176471,Indica,THC Dominant,-1.227419868,slightly more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
giesel,Giesel,4.833333333,Hybrid,THC Dominant,,slightly less,focused,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
cakewalk,Cakewalk,4.5,Hybrid,THC Dominant,-1.810158646,comparable,sleepy,,
secret-recipe,Secret Recipe,4.327272727,Hybrid,THC Dominant,-0.036605843,slightly more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
monkey-bread-1,Monkey Bread #1,4.333333333,Indica,THC Dominant,-1.810158646,more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
root-beer-kush,Root Beer Kush,3.625,Sativa,THC Dominant,0.520796467,,creative,,
amnesia-og,Amnesia OG,4.583333333,Sativa,THC Dominant,0.229427078,slightly less,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
wildberry,Wildberry,4.666666667,Hybrid,THC Dominant,,less,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
cookie-dos,Cookie Dos,5,Hybrid,THC Dominant,-0.45043483,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
rug-burn-og,Rug Burn OG,4.417322835,Hybrid,THC Dominant,-0.08321015,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
green-monster,Green Monster,3.848484848,Hybrid,THC Dominant,0.145608486,slightly more,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
qrazy-train,Qrazy Train,4.194117647,Hybrid,THC Dominant,0.250239177,slightly less,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
blue-hash,Blue Hash,4.20754717,Hybrid,THC Dominant,-0.74957407,less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
formula-one,Formula One,4.333333333,Hybrid,Unknown,2,,focused,,
east-coast-sour-diesel-5258013bbbf541e3a4e8fd93f1deb588,East Coast Sour Diesel,4.5,Sativa,THC Dominant,1.453178512,comparable,energetic,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
brand-x,Brand X,4.907692308,Indica,THC Dominant,-1.733193147,,sleepy,,
candy-og,Candy OG,5,Hybrid,THC Dominant,-0.45043483,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
critical-cheese,Critical Cheese,4.267857143,Hybrid,THC Dominant,0.81710432,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
krypto-chronic,Krypto Chronic,4.8,Hybrid,Unknown,,,,,
dr-funk,Dr. Funk,4.581395349,Indica,THC Dominant,-0.299354406,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
fruit-pie,Fruit Pie,4.5,Hybrid,THC Dominant,0.909288986,more,energetic,Myrcene,The most common terpene found in cannabis and has an earthy scent.
blue-fire,Blue Fire,4.555555556,Hybrid,THC Dominant,0.909288986,slightly less,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
panama-punch,Panama Punch,4.666666667,Sativa,THC Dominant,0.909288986,,uplifted,,
rainbow-gelato,Rainbow Gelato,5,,THC Dominant,,slightly more,happy,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
sexxpot,Sexxpot,4.421052632,Indica,THC Dominant,0.484375293,,uplifted,,
mad-dawg,Mad Dawg,4.344827586,Hybrid,THC Dominant,-0.337124512,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
tropaya-pie,Tropaya Pie,0,,THC Dominant,,comparable,,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
grape-stomper-og,Grape Stomper OG,4.636363636,Hybrid,THC Dominant,-0.061942311,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
triple-diesel,Triple Diesel,4.267605634,Sativa,THC Dominant,0.109451447,,relaxed,,
safety-meeting,Safety Meeting,4.833333333,Hybrid,Unknown,-0.061942311,,relaxed,,
deep-purple,Deep Purple,3.777777778,Indica,THC Dominant,-0.865508416,slightly less,relaxed,,
monkey-paw,Monkey Paw,4.489795918,Hybrid,THC Dominant,0.380507502,less,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
diablo-wind,Diablo Wind,0,Sativa,THC Dominant,,slightly less,,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
og-la-affie,LA Affie,4.6,Indica,THC Dominant,-0.684869971,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
blue-thai,Blue Thai,4.117647059,Hybrid,THC Dominant,0.637344222,less,uplifted,,
slazerbeam,Slazerbeam,4.625,Sativa,THC Dominant,0.986987489,,happy,,
3-in-the-pink,3 In The Pink,5,Hybrid,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
nightfire-og,NightFire OG,4.142857143,Sativa,THC Dominant,1.216323396,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
durga-mata-ii,Durga Mata II,4.454545455,Hybrid,Unknown,-1.810158646,,relaxed,,
corleone-kush,Corleone Kush,4.441666667,Indica,THC Dominant,-0.627790111,slightly less,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
power-kush,Power Kush,3.983333333,Indica,THC Dominant,-0.630233021,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
mixed-berry,Mixed Berry,4.428571429,,Unknown,0.909288986,,tingly,,
kali-47,Kali 47,5,Sativa,THC Dominant,2,more,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
tahitian-punch,Tahitian Punch,5,,Unknown,,,,,
strawberry-dream,Strawberry Dream,4.338028169,Hybrid,THC Dominant,0.823230516,comparable,happy,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
91-krypt,91 Krypt,4.8125,Indica,THC Dominant,-1.198282929,slightly less,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
9d4,9D4,4.666666667,Hybrid,THC Dominant,0.229427078,slightly more,giggly,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
tree-of-life,Tree of Life,4.928571429,Hybrid,THC Dominant,0.132303948,comparable,happy,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
the-white-angel,The White Angel,4.625,Hybrid,THC Dominant,-1.810158646,much more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
faygo-red-pop,Faygo Red Pop,4.692307692,Indica,THC Dominant,0.072535868,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
double-mint,Double Mint,4.375,Indica,THC Dominant,-0.178490067,,relaxed,,
banana-sundae,Banana Sundae,4.6,Sativa,THC Dominant,-0.178490067,slightly more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
big-kush,Big Kush,4.4,Hybrid,THC Dominant,0.520796467,comparable,uplifted,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
riddler-og,Riddler OG,4.714285714,Hybrid,THC Dominant,1.75911637,comparable,happy,,
cluster-bomb,Cluster Bomb,4.466666667,Hybrid,THC Dominant,0.072535868,comparable,relaxed,,
white-cheese,White Cheese,4.279069767,Hybrid,THC Dominant,-0.269138321,slightly less,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
stinky-pete,Stinky Pete,4.875,Hybrid,THC Dominant,-0.178490067,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
maui-mango-diesel,Maui Mango Diesel,4.4,Hybrid,THC Dominant,0.856991916,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
harlequin-gdp,Harlequin GDP,4.422222222,Hybrid,Balanced THC/CBD,-0.374894618,much less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
triangle-canyon,Triangle Canyon,5,Hybrid,THC Dominant,-1.810158646,slightly more,tingly,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
purple-champagne,Purple Champagne,4.392156863,Sativa,THC Dominant,0.694595751,comparable,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
goat,G.O.A.T.,4.625,Hybrid,THC Dominant,-1.300262215,slightly more,relaxed,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
glazed-n-confused,Glazed N Confused,5,Hybrid,Unknown,-1.810158646,,relaxed,,
gorilla-kush,Gorilla Kush,4,,THC Dominant,0.229427078,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
gelato-dream,Gelato Dream,5,Hybrid,THC Dominant,,comparable,,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
forbidden-jelly,Forbidden Jelly,4.75,Hybrid,Unknown,2,,uplifted,,
ingrid,Ingrid,4.156462585,Indica,THC Dominant,-1.37751925,more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
planet-of-the-grapes,Planet of the Grapes,4,,THC Dominant,,much more,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
snow-monster,Snow Monster,4.461538462,Indica,THC Dominant,-0.912740928,comparable,relaxed,,
zen,Zen,4.448275862,Hybrid,THC Dominant,0.365399459,slightly less,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
rose-gold-runtz,Rose Gold Runtz,4.5,Hybrid,Unknown,,,,,
afghan-cow,Afghan Cow,4.333333333,Sativa,THC Dominant,1.686274023,comparable,focused,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
bananas,Bananas,4.586206897,Hybrid,THC Dominant,-0.299354406,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sonic-screwdriver,Sonic Screwdriver,4.590909091,Sativa,THC Dominant,1.686274023,comparable,happy,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
ed-rosenthal-super-bud,Ed Rosenthal Super Bud,3.921875,Hybrid,THC Dominant,0.511831255,comparable,euphoric,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
red-tommyz,Red Tommyz,5,Hybrid,Unknown,,,,,
super-sour-skunk,Super Sour Skunk,4.419354839,Hybrid,THC Dominant,0.546695968,slightly less,happy,,
illuminati-og,Illuminati OG,4.823529412,Indica,THC Dominant,-1.380772178,comparable,relaxed,,
maui-pineapple-chunk,Maui Pineapple Chunk,4.75,Hybrid,THC Dominant,2,slightly more,euphoric,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sour-maui,Sour Maui,4.54,Sativa,THC Dominant,1.267111042,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
black-raspberry,Black Raspberry,4.5625,Hybrid,THC Dominant,0.072535868,comparable,relaxed,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
dream-berry,Dream Berry,4.5,Indica,THC Dominant,-0.697657342,comparable,relaxed,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
tangie-cream,Tangie & Cream,5,,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
blucifer,Blucifer,4.285714286,Sativa,THC Dominant,0.495459998,slightly more,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
og-wreck,OG Trainwreck,4.24137931,Hybrid,THC Dominant,0.909288986,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
purple-diamond,Purple Diamond,4,Hybrid,Unknown,,,,,
alien-walker,Alien Walker,4.555555556,Hybrid,THC Dominant,-0.110503876,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sorbetto,Sorbetto,4.666666667,Hybrid,THC Dominant,-1.130296738,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
purple-jack,Purple Jack,4.108695652,Hybrid,THC Dominant,0.778546311,comparable,uplifted,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
hawaiian-sativa,Hawaiian Sativa,4.117647059,Sativa,THC Dominant,1.327665544,,uplifted,,
lilac-cookies,Lilac Cookies,4.8,Hybrid,THC Dominant,-0.790365784,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
cuvee,Cuvee,4.327868852,Indica,THC Dominant,-0.178490067,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
blue-venom,Blue Venom,4.45,Hybrid,THC Dominant,-0.237977984,less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
panda-og,Panda OG,4.28125,Hybrid,THC Dominant,-0.025521138,slightly more,relaxed,,
mimosa-26,Mimosa #26,0,,THC Dominant,,slightly more,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
dank-sinatra,Dank Sinatra,4.333333333,Hybrid,THC Dominant,-0.697657342,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
apple-sundae,Apple Sundae,4.333333333,Sativa,THC Dominant,,comparable,,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
triple-whammy,Triple Whammy,4.5,Hybrid,Unknown,0.739323509,,uplifted,,
cbd-critical-cure,Critical Cure,4.495934959,Indica,Balanced THC/CBD,-0.697657342,much less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
royal-haze,Royal Haze,4.666666667,Sativa,THC Dominant,0.963677938,slightly less,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
star-dust-og,Star Dust OG,4.5,Indica,Balanced THC/CBD,,less,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
bog-bubble,BOG Bubble,4.5,Hybrid,THC Dominant,-0.64468109,slightly less,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
platinum-valley,Platinum Valley,4,Sativa,Unknown,,,,,
love-potion-9,Love Potion #9,4.204081633,Indica,Unknown,-0.586407212,,relaxed,,
kentucky-bluegrass,Kentucky Bluegrass,4.833333333,Hybrid,Unknown,0.909288986,,euphoric,,
double-tap,Double Tap,5,Indica,THC Dominant,-1.402241501,comparable,sleepy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
terpwin-station,Terpwin Station,4.153846154,Hybrid,Unknown,-1.300262215,,relaxed,,
devil,Devil,5,Hybrid,Unknown,-1.810158646,,tingly,,
quattro-kush,Quattro Kush,4.833333333,Hybrid,Unknown,-1.810158646,,hungry,,
golden-tiger,Golden Tiger,4.428571429,Sativa,THC Dominant,1.839626333,comparable,talkative,Myrcene,The most common terpene found in cannabis and has an earthy scent.
ginger-ale,Ginger Ale,4.888888889,Hybrid,THC Dominant,-0.178490067,,tingly,,
sour-poison,Sour Poison,4.652173913,Sativa,THC Dominant,0.229427078,less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
chr-super-og,CHR Super OG,4.111111111,Indica,THC Dominant,-0.790365784,slightly more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
cbd-blue-shark,CBD Blue Shark,4.5625,Hybrid,THC Dominant,-0.512240458,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
buckeye-purple,Buckeye Purple,4.6,Indica,THC Dominant,-1.439324878,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
divine-storm,Divine Storm,5,,THC Dominant,,comparable,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
con-leche,Con Leche,4.75,Hybrid,THC Dominant,-0.994324357,comparable,sleepy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
blueberry-afgoo,Blueberry Afgoo,5,,THC Dominant,,slightly less,,,
cherry-durban-poison,Cherry Durban Poison,4.421052632,Hybrid,THC Dominant,1.195546631,,uplifted,,
rockbud,Rockbud,4.230769231,Indica,THC Dominant,-0.535417569,,relaxed,,
alien-sour-apple,Alien Sour Apple,4.72,Hybrid,THC Dominant,0.909288986,less,euphoric,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
sunburn,Sunburn,4.425925926,Sativa,THC Dominant,1.216323396,comparable,uplifted,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
shaman,Shaman,4.25,Sativa,THC Dominant,1.510097183,slightly less,uplifted,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
bundy,Bundy,4,Hybrid,Unknown,-0.45043483,,relaxed,,
alien-breath,Alien Breath,4.857142857,Hybrid,THC Dominant,-1.227419868,comparable,sleepy,Ocimene,"Sweet, floral terpene that is commonly used in perfumes."
ancient-og,Ancient OG,4.567901235,Indica,THC Dominant,-0.994324357,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
bluniverse,Bluniverse,4.72,Hybrid,THC Dominant,0.059461601,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
ocd,OCD,4.3,Sativa,THC Dominant,2,comparable,creative,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
lions-gate,Lions Gate,3.2,Indica,THC Dominant,1.156511497,,uplifted,,
